image_path,label,resolved_path,exists,width,height,brightness,sharpness,file_hash,reasons,keep
fungal_mildew/11.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/11.jpg,True,600,400,0.5410838407628676,1401.132568359375,52151e6e87ae2a846c06dae9e5ebaea5,[],True
fungal_mildew/12.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/12.jpg,True,407,273,0.5745169246897978,972.0235595703125,f378b5e3273ae7bbeeebb5210359ac03,[],True
fungal_mildew/13.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/13.jpg,True,251,201,0.5577963436351103,596.2877197265625,e388e7e50cc99611a6a04e455b6841b3,[],True
fungal_mildew/14.png,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/14.png,True,525,393,0.4404714546951593,560.3897094726562,0ee93b3815dc9416cd6642a5cb23f746,[],True
fungal_mildew/15.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/15.jpg,True,640,480,0.5909658394607843,143.28025817871094,567c8003de772583bfb67558f95a6714,[],True
fungal_mildew/16.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/16.jpg,True,500,376,0.43160283705767466,259.8519592285156,c3baa61c3caa8d54000e56900cd8a3c2,[],True
fungal_mildew/17.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/17.jpg,True,940,474,0.4243397731407016,572.3995971679688,f4d24048a98c3942e5dfb64a3c2c144a,[],True
fungal_mildew/18.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/18.jpg,True,1292,1390,0.44894295486749386,521.8663330078125,0c87576d31b5e992848ed639d6f09c4a,[],True
fungal_mildew/19.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/19.jpg,True,259,194,0.6222559311810661,1604.09228515625,8b050290f0ea77b29414b948e51dae7e,[],True
fungal_mildew/20.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/20.jpg,True,1280,720,0.5171195235906862,319.167236328125,ae6250121b479b7330ed63fa4318c379,[],True
fungal_mildew/21.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/21.jpg,True,1024,769,0.42586637010761336,584.9734497070312,0e28b796e7cb7f880e128a3fb0906798,[],True
fungal_mildew/22.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/22.jpg,True,432,288,0.5593269497740503,553.5123291015625,d04d6e85b5fc236ab8ac9208816fa5e8,[],True
fungal_mildew/23.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/23.jpg,True,500,335,0.6144306257659313,265.9994201660156,02c4f0989b6d66ca8eafebddeed987a9,[],True
fungal_mildew/24.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/24.jpg,True,900,598,0.5512224384382659,211.44107055664062,1e1abf3675203827959dac82a6ec2e70,[],True
fungal_mildew/25.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/25.jpg,True,194,259,0.49341343898399204,354.0620422363281,348f92e1939f45d3d3793c72f42be545,[],True
fungal_mildew/26.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/26.jpg,True,783,513,0.5173694685393688,203.73507690429688,2397be4434ea06a7c3220ab8fce2476a,[],True
fungal_mildew/27.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/27.jpg,True,933,674,0.31263685039445466,359.101318359375,82726c8bae19293ec3dbaf4563f68fec,[],True
fungal_mildew/28.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/28.jpg,True,300,225,0.1732747096641391,423.8503112792969,d5df5c12bb46517d83350c1a6e6532c4,[],True
fungal_mildew/29.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/29.jpg,True,276,183,0.46316911285998774,629.013671875,dee96e7bbd77824fd37882547067019e,[],True
fungal_mildew/30.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/30.jpg,True,590,332,0.5141413669960172,476.0697021484375,b4e456fc9be8ccc9c1b00b8468d672c0,[],True
fungal_mildew/p01.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p01.jpg,True,500,375,0.4204467175053615,982.89306640625,708ffc958459785ed6e5b8a29c482bfa,[],True
fungal_mildew/p02.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p02.jpg,True,1200,900,0.4386045867321538,676.679443359375,92b34fe15a028bd051f37076be660083,[],True
fungal_mildew/p03.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p03.jpg,True,500,375,0.4391818177466299,1492.2601318359375,88ccb27063d57726a8e61cc9e7e9f6c6,[],True
fungal_mildew/p04.JPG,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p04.JPG,True,900,1200,0.5450115727443321,165.0906219482422,f83dc9a42d46664b1bcd9ce06fa2c53c,[],True
fungal_mildew/p05.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p05.jpg,True,1200,900,0.44069510067210477,337.2891845703125,1029fc2fc21acd253e373b671b8f8589,[],True
fungal_mildew/p06.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p06.jpg,True,600,400,0.43452621160768995,1018.5238647460938,3ac5b4e35ec991c28c1808b2b37a8ec7,[],True
fungal_mildew/p07.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p07.jpg,True,252,200,0.4425782745959712,2352.7431640625,827f3fe06666baa65371075137fb79d2,[],True
fungal_mildew/p08.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p08.jpg,True,391,129,0.5423807181564032,438.8295593261719,e25076454efbada0f6be2fbb9e762356,[],True
fungal_mildew/p09.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p09.jpg,True,271,186,0.42012365004595587,1383.424072265625,67350184a30f9a2224606f91e22428dd,[],True
fungal_mildew/p10.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p10.jpg,True,783,522,0.4356877046472886,311.1553039550781,7d9f450d30ef8f1be59d5438d7a18e96,[],True
fungal_mildew/p11.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p11.jpg,True,768,525,0.4615364822686887,247.4871368408203,40a5bdb3018c6af4811f291fd396a63b,[],True
fungal_mildew/p12.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p12.jpg,True,500,332,0.42828635421453737,256.8136291503906,3a1e07b293c19d85ee17b42a5076a915,[],True
fungal_mildew/p13.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p13.jpg,True,620,412,0.462992888805913,276.3095703125,e59ecef906789f8450a440f756c216e6,[],True
fungal_mildew/p14.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p14.jpg,True,800,724,0.7256325516046263,467.3535461425781,cfae777a20743cc915184c75d47090fd,[],True
fungal_mildew/p15.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p15.jpg,True,358,238,0.5919412650314032,1214.105224609375,c572ee421ed0d4beace8f4a0afab0cea,[],True
fungal_mildew/p17.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p17.jpg,True,640,480,0.6513135723039216,526.3587646484375,32f6660bf2ec41890f6a58cc76734a6d,[],True
fungal_mildew/p18.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p18.jpg,True,275,183,0.40485986447801775,957.32080078125,bdafb7364566b97e29704e6cb9eb9d0d,[],True
fungal_mildew/p19.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p19.jpg,True,716,468,0.425550064386106,560.2839965820312,ef47a7fdc83797a613319944eafa57b9,[],True
fungal_mildew/p20.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p20.jpg,True,800,516,0.42452150232651653,261.45086669921875,02931cbe7aa730be7293f3b8cc3f37e5,[],True
fungal_mildew/p21.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/p21.jpg,True,800,506,0.4724498673981311,171.02947998046875,cbfcc9912e1ebdb674c91935179fe747,[],True
fungal_mildew/pml (1).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (1).jpg,True,1200,900,0.4386045867321538,676.679443359375,92b34fe15a028bd051f37076be660083,"[""duplicate_exact""]",False
fungal_mildew/pml (10).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (10).jpg,True,620,412,0.462992888805913,276.3095703125,e59ecef906789f8450a440f756c216e6,"[""duplicate_exact""]",False
fungal_mildew/pml (11).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (11).jpg,True,800,724,0.7256325516046263,467.3535461425781,cfae777a20743cc915184c75d47090fd,"[""duplicate_exact""]",False
fungal_mildew/pml (12).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (12).jpg,True,358,238,0.5919412650314032,1214.105224609375,c572ee421ed0d4beace8f4a0afab0cea,"[""duplicate_exact""]",False
fungal_mildew/pml (14).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (14).jpg,True,640,480,0.6513135723039216,526.3587646484375,32f6660bf2ec41890f6a58cc76734a6d,"[""duplicate_exact""]",False
fungal_mildew/pml (15).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (15).jpg,True,275,183,0.40485986447801775,957.32080078125,bdafb7364566b97e29704e6cb9eb9d0d,"[""duplicate_exact""]",False
fungal_mildew/pml (16).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (16).jpg,True,716,468,0.425550064386106,560.2839965820312,ef47a7fdc83797a613319944eafa57b9,"[""duplicate_exact""]",False
fungal_mildew/pml (17).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (17).jpg,True,800,516,0.42452150232651653,261.45086669921875,02931cbe7aa730be7293f3b8cc3f37e5,"[""duplicate_exact""]",False
fungal_mildew/pml (18).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (18).jpg,True,800,506,0.4724498673981311,171.02947998046875,cbfcc9912e1ebdb674c91935179fe747,"[""duplicate_exact""]",False
fungal_mildew/pml (2).JPG,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (2).JPG,True,900,1200,0.5450115727443321,165.0906219482422,f83dc9a42d46664b1bcd9ce06fa2c53c,"[""duplicate_exact""]",False
fungal_mildew/pml (3).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (3).jpg,True,600,400,0.43452621160768995,1018.5238647460938,3ac5b4e35ec991c28c1808b2b37a8ec7,"[""duplicate_exact""]",False
fungal_mildew/pml (4).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (4).jpg,True,252,200,0.4425782745959712,2352.7431640625,827f3fe06666baa65371075137fb79d2,"[""duplicate_exact""]",False
fungal_mildew/pml (5).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (5).jpg,True,391,129,0.5423807181564032,438.8295593261719,e25076454efbada0f6be2fbb9e762356,"[""duplicate_exact""]",False
fungal_mildew/pml (6).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (6).jpg,True,271,186,0.42012365004595587,1383.424072265625,67350184a30f9a2224606f91e22428dd,"[""duplicate_exact""]",False
fungal_mildew/pml (7).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (7).jpg,True,783,522,0.4356877046472886,311.1553039550781,7d9f450d30ef8f1be59d5438d7a18e96,"[""duplicate_exact""]",False
fungal_mildew/pml (8).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (8).jpg,True,768,525,0.4615364822686887,247.4871368408203,40a5bdb3018c6af4811f291fd396a63b,"[""duplicate_exact""]",False
fungal_mildew/pml (9).jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/pml (9).jpg,True,500,332,0.42828635421453737,256.8136291503906,3a1e07b293c19d85ee17b42a5076a915,"[""duplicate_exact""]",False
fungal_mildew/s01.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s01.jpg,True,1200,770,0.5359484504250919,58.263267517089844,76245c73bf20da276545150c01217e4b,[],True
fungal_mildew/s02.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s02.jpg,True,450,330,0.5198896221086091,983.8634033203125,14e309a45d3945275abfb535fe325b47,[],True
fungal_mildew/s03.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s03.jpg,True,900,600,0.568537872912837,213.12684631347656,55b1e31eefe26a766a2ad5f22822247d,[],True
fungal_mildew/s04.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s04.jpg,True,274,184,0.4931947296740962,1314.9892578125,c7d19b569dd5f05ce6f35fc2598098ed,[],True
fungal_mildew/s05.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s05.jpg,True,900,591,0.5468015184589461,171.20645141601562,e47853504fc49bcafcb8d6c161f1161b,[],True
fungal_mildew/s06.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s06.jpg,True,1200,770,0.5359484504250919,58.263267517089844,76245c73bf20da276545150c01217e4b,"[""duplicate_exact""]",False
fungal_mildew/s07.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s07.jpg,True,262,192,0.5202663646024817,1766.411865234375,51e9157ae85bd01cb79cc77cfc466f4b,[],True
fungal_mildew/s08.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s08.jpg,True,262,192,0.6032202627144608,1693.301513671875,7937edc1b1c53c97d51a60083e613bf5,[],True
fungal_mildew/s09.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s09.jpg,True,400,300,0.5477152506510417,2173.931640625,446c287f89f51b3ba3443e66d34170cb,[],True
fungal_mildew/s10.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s10.jpg,True,225,224,0.5564615885416667,1307.2589111328125,bd710e9d95366beb52db0824ed013992,[],True
fungal_mildew/s11.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s11.jpg,True,699,479,0.35353947059780944,132.81243896484375,12cf9c9f757f71221597f314acc9abf5,[],True
fungal_mildew/s12.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s12.jpg,True,251,300,0.4111352658739277,1062.9991455078125,c6967236f2361bbe9b2796f0fb25804c,[],True
fungal_mildew/s13.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s13.jpg,True,500,375,0.4784834020278033,717.230224609375,8115f9b5b5478da9f74e3dbdbda49b61,[],True
fungal_mildew/s14.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s14.jpg,True,285,177,0.5202680999157475,1040.4512939453125,cde45738f636badc438edb4ef95e56e3,[],True
fungal_mildew/s15.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s15.jpg,True,417,600,0.2902283313227635,149.30284118652344,aaa0810beca94e313bf32efbddda6ce3,[],True
fungal_mildew/s16.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s16.jpg,True,600,431,0.42163468903186274,650.730712890625,a03d24366bae09508ac811d2e0f0b760,[],True
fungal_mildew/s17.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s17.jpg,True,900,600,0.5684609805836397,336.8306579589844,c2b5f2dd6488a2a879155b49594f3937,[],True
fungal_mildew/s18.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s18.jpg,True,1200,770,0.5359004001991422,127.30146026611328,1cae07beee1ffb894f8acbb9c6afa69c,[],True
fungal_mildew/s19.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/s19.jpg,True,450,330,0.5197239894492953,1146.420166015625,baca0429fb7d9093a8f17d7d531eeabd,[],True
fungal_mildew/wl01.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl01.jpg,True,276,183,0.5686775357115502,2137.446044921875,0e87ac814edcbc7d2c406ce53546bc49,[],True
fungal_mildew/wl02.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl02.jpg,True,474,314,0.6540009741689644,344.3025207519531,47a383dac9f53b0bf3dc186d7d91f9e1,[],True
fungal_mildew/wl03.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl03.jpg,True,474,327,0.5187488630706188,8517.1650390625,26bc7ed1090d53c0685777852cafc456,[],True
fungal_mildew/wl04.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl04.jpg,True,474,295,0.417656722723269,398.8155517578125,b58ee31363cd9e85463002e984524d98,[],True
fungal_mildew/wl05.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl05.jpg,True,520,390,0.458993470435049,600.437255859375,4d9b327da5306a95709f727455e58982,[],True
fungal_mildew/wl06.jpg,fungal_mildew,/mnt/e/shuaib/plantation/dataset/images/fungal_mildew/wl06.jpg,True,520,390,0.5420916389016545,151.92977905273438,06162ed07383490cf090e40aeb7a3944,[],True
healthy/h (1).jpg,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1).jpg,True,590,981,0.6174434287875307,66.99370574951172,8130874a9ac29adddc37c779bf90d02f,[],True
healthy/h (10).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (10).JPG,True,2207,2049,0.5812793208103554,55.382511138916016,0191a9ff12806bbd27ad3a3716e422d1,[],True
healthy/h (100).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (100).JPG,True,2586,2999,0.5210896211511948,33.18635940551758,bc74f6fa2ab73275970f3aa80b88d854,[],True
healthy/h (1000).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1000).JPG,True,2705,3077,0.5106065937117035,57.133338928222656,23e3816e4e5b29219ee77978d4908e3b,[],True
healthy/h (1001).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1001).JPG,True,4032,3024,0.6322622860179228,16.400047302246094,c4b87c49d7347b7291819861c1117758,"[""low_sharpness""]",False
healthy/h (1002).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1002).JPG,True,4032,3024,0.6011471617455576,24.772197723388672,da6099d3421e86da4793ac358683dd22,"[""low_sharpness""]",False
healthy/h (1003).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1003).JPG,True,4032,3024,0.48338733747893686,27.351804733276367,2cb73392035393709095d922a6abe4fb,[],True
healthy/h (1004).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1004).JPG,True,4032,3024,0.5355782901539522,26.01000213623047,754fadf1428f319583c477f9f230919f,[],True
healthy/h (1005).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1005).JPG,True,4032,3024,0.5338168275122549,21.859254837036133,a9b5fa20d0780993eab989cbb304089d,"[""low_sharpness""]",False
healthy/h (1006).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1006).JPG,True,4032,3024,0.564605952244179,23.612396240234375,8f2dffc5c948e8022b59b44197580393,"[""low_sharpness""]",False
healthy/h (1007).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1007).JPG,True,4032,3024,0.5201648786956189,19.321186065673828,52d2da7ceca6fff5e90cf64d555f07b2,"[""low_sharpness""]",False
healthy/h (1008).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1008).JPG,True,4032,3024,0.5524119657628677,18.649749755859375,b78092606c908161dab17ec040bceda3,"[""low_sharpness""]",False
healthy/h (1009).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1009).JPG,True,4032,3024,0.5744102926815258,26.555234909057617,c2ac5978286a56972b36ed85a4fc8964,[],True
healthy/h (101).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (101).JPG,True,931,992,0.4150997685451134,74.14556884765625,782baf4bce383bacfab4f30c46f32ccf,[],True
healthy/h (1010).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1010).JPG,True,4032,3024,0.5602242264093137,26.136676788330078,8130504fb9b98dbec97be2eb910a6cde,[],True
healthy/h (1011).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1011).JPG,True,4032,3024,0.5971101050283395,26.686166763305664,8c2ace94410cb49a1284fbeec6f7e4c4,[],True
healthy/h (1012).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1012).JPG,True,4032,3024,0.6098712995940564,21.750152587890625,2dd703f256eb3d2d42c07a82e92c570f,"[""low_sharpness""]",False
healthy/h (1013).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1013).JPG,True,4032,3024,0.552381747376685,24.497079849243164,5360ed5f10cc01868a18f3d0ff85cb16,"[""low_sharpness""]",False
healthy/h (1014).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1014).JPG,True,4032,3024,0.547169345032935,24.45996856689453,a2eda3dc6d467fb81dbdd53112c60fe8,"[""low_sharpness""]",False
healthy/h (1015).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1015).JPG,True,4032,3024,0.5358214733647365,18.59475326538086,3d9ce47e31ab4f1fea3caf928d938cb3,"[""low_sharpness""]",False
healthy/h (1016).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1016).JPG,True,4032,3024,0.5315219654756433,21.56087303161621,82c756ade603f4ed2925cf93da36fec4,"[""low_sharpness""]",False
healthy/h (1017).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1017).JPG,True,4032,3024,0.5608173445159313,30.967851638793945,e98313f45443812eee54459cea9f4f3f,[],True
healthy/h (1018).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1018).JPG,True,2798,2102,0.4278844795975031,47.29076385498047,b7759fdc4c29cf8309e04d41f23b4e2b,[],True
healthy/h (1019).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1019).JPG,True,2072,2560,0.4387935264437806,43.99703598022461,039f404af7a2cd984485e19538b27da9,[],True
healthy/h (102).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (102).JPG,True,1295,1282,0.5264467127182905,72.8211898803711,06f8597aba176f70d185fc1e64770ca6,[],True
healthy/h (1020).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1020).JPG,True,2768,3836,0.5235791973039216,27.840559005737305,b09892f06245acf04e16958f932882cb,[],True
healthy/h (1021).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1021).JPG,True,4032,3024,0.5313672234030331,24.409318923950195,ae69ef9149b585322948ed6ff57900e1,"[""low_sharpness""]",False
healthy/h (1022).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1022).JPG,True,1478,2168,0.5827457801968443,63.475364685058594,feca17fb58f2bc1c769c9d837351d512,[],True
healthy/h (1023).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1023).JPG,True,2545,3836,0.4652161242915135,46.795928955078125,6b6bfa04f7b1d1179086320fbf1603c1,[],True
healthy/h (1024).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1024).JPG,True,4032,3024,0.5317453421798407,30.6219425201416,6ca8c2f9e8e3a44635c68eeade752cc2,[],True
healthy/h (1025).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1025).JPG,True,4032,3024,0.5209026261871936,30.529373168945312,2c3efa711c0a4356ea0ca620d2220886,[],True
healthy/h (1026).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1026).JPG,True,4032,3024,0.5486339494293812,40.424564361572266,f6bec76e8931543584d6db0cca0b1f6d,[],True
healthy/h (103).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (103).JPG,True,1486,1600,0.48450484930300247,39.67377471923828,0b1237ddff600168cb613c33cab9fa69,[],True
healthy/h (1032).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1032).JPG,True,4032,3024,0.5509941549862132,28.96368980407715,f9d894a2affb66ff92178ee78806e751,[],True
healthy/h (1033).JPG,healthy,/mnt/e/shuaib/plantation/dataset/images/healthy/h (1033).JPG,True,3024,3579,0.5440532011144301,30.817724227905273,83d0aa530c8575c948a149791d6293c0,[],True
